"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    
          0,           0,         568,      -6.553013692,      -3.025402816,      -4.175988318,      -1.072756287,      -6.925460818
          0,           0,         569,      -6.416972524,      -3.027874508,      -4.045153406,     -0.9393805987,      -6.918240806
          0,           0,         570,       -6.24449783,      -3.031192683,      -3.923209548,     -0.7711314431,      -6.938492719
          0,           0,         571,      -6.492067067,      -3.033726408,      -4.183295163,      -1.019932522,      -6.939989029
          0,           0,         572,      -6.562456396,      -3.035199246,      -4.185356916,      -1.082766784,      -6.936106667
          0,           0,         573,      -6.426520459,      -3.037670603,      -4.053591866,     -0.9492068121,      -6.928807521
          0,           0,         574,      -6.254062296,      -3.040994438,      -3.931216726,     -0.7808321295,      -6.949171383
          0,           0,         575,      -6.500978887,      -3.043519679,        -4.1910227,       -1.02933268,      -6.950668209
          0,           0,         576,      -6.571039066,      -3.044991338,      -4.192860928,      -1.092027664,      -6.946745633
          0,           0,         577,      -6.435424842,      -3.047463384,       -4.06105139,     -0.9584395002,       -6.93937212
          0,           0,         578,      -6.263406918,      -3.050793234,      -3.939259197,     -0.7903390702,       -6.95984972
          0,           0,         579,      -6.509860095,      -3.053313891,      -4.199011664,      -1.038764247,      -6.961347778
          0,           0,         580,      -6.579585582,      -3.054785748,      -4.200609092,      -1.101327022,      -6.957385973
          0,           0,         581,      -6.444401673,      -3.057258531,      -4.069264666,     -0.9677975008,      -6.949939417
          0,           0,         582,      -6.272856404,      -3.060593129,      -3.948186131,     -0.7999779847,      -6.970530678
          0,           0,         583,      -6.518986224,      -3.063111859,      -4.208117088,       -1.04849657,      -6.972030506
          0,           0,         584,      -6.588439046,      -3.064584086,      -4.209530227,       -1.11100037,      -6.968030455
          0,           0,         585,      -6.453640653,      -3.067056934,      -4.078589673,     -0.9774618201,      -6.960512099
          0,           0,         586,      -6.282414201,      -3.070394821,      -3.957827956,     -0.8097419302,      -6.981217821
          0,           0,         587,      -6.528280306,      -3.072914035,      -4.218052753,      -1.058440948,      -6.982719774
          0,           0,         588,      -6.597520981,      -3.074386503,      -4.219367537,      -1.120957589,      -6.978681803
          0,           0,         589,      -6.463034767,      -3.076859307,      -4.088498457,     -0.9873124771,       -6.97109256
          0,           0,         590,      -6.291981024,       -3.08020046,      -3.967594756,     -0.8195265059,      -6.991912831
          0,           0,         591,      -6.537529899,      -3.082720805,      -4.228046254,      -1.068377312,      -6.993416949
          0,           0,         592,      -6.606558699,      -3.084193452,      -4.229287258,       -1.13092085,      -6.989341135
          0,           0,         593,        -6.4723396,      -3.086666517,      -4.098179207,     -0.9970957803,      -6.981681352
          0,           0,         594,      -6.301426991,      -3.090011275,      -3.976952872,     -0.8291971875,      -7.002615397
          0,           0,         595,      -6.546572688,      -3.092532558,      -4.237495905,      -1.078137281,      -7.004121498
          0,           0,         596,      -6.615341459,      -3.094005488,      -4.238630996,      -1.140671894,      -7.000007728
          0,           0,         597,      -6.481417779,       -3.09647925,      -4.107238473,      -1.006669525,      -6.992277045
          0,           0,         598,      -6.310735056,      -3.099828061,      -3.985850722,     -0.8387378927,      -7.013322666
          0,           0,         599,      -6.555406522,      -3.102349928,      -4.246374232,      -1.087719603,       -7.01483017
          0,           0,         600,      -6.623862895,      -3.103823411,      -4.247355286,      -1.150204662,      -7.010678368
          0,           0,         601,      -6.490313173,      -3.106298207,      -4.115856995,      -1.016081993,       -7.00287715
          0,           0,         602,      -6.319972489,      -3.109651215,      -3.994575497,     -0.8482198968,      -7.024033963
          0,           0,         603,      -6.564138587,      -3.112173609,      -4.255052694,      -1.097237353,       -7.02554306
          0,           0,         604,      -6.632259711,      -3.113647918,      -4.255860877,      -1.159661485,      -7.021353763
          0,           0,         605,      -6.499158975,      -3.116123889,       -4.12446126,      -1.025473411,       -7.01348258
          0,           0,         606,      -6.329216032,       -3.11948101,      -4.003422847,     -0.8577231575,      -7.034750703
          0,           0,         607,      -6.572873789,      -3.122004164,      -4.263894823,       -1.10680063,      -7.036261616
          0,           0,         608,      -6.640665966,      -3.123479459,      -4.264549487,      -1.169182146,      -7.032035119
          0,           0,         609,      -6.508048471,       -3.12595665,      -4.133315757,      -1.034941149,      -7.024094705
          0,           0,         610,      -6.338489698,      -3.129317812,      -4.012460912,     -0.8672721542,      -7.045474099
          0,           0,         611,      -6.581638367,      -3.131841946,      -4.272982279,      -1.116436611,      -7.046986858
          0,           0,         612,      -6.649112101,      -3.133318259,      -4.273515786,       -1.17879842,      -7.042722946
          0,           0,         613,      -6.516973146,      -3.135796718,      -4.142365686,      -1.044475582,      -7.034713485
          0,           0,         614,      -6.347762481,      -3.139161991,      -4.021549508,     -0.8768340901,       -7.05620366
          0,           0,         615,      -6.590386998,      -3.141687144,      -4.282144992,      -1.126097076,      -7.057718431
          0,           0,         616,      -6.657535043,      -3.143164447,      -4.282572556,       -1.18844391,      -7.053417928
          0,           0,         617,      -6.525862437,      -3.145644264,      -4.151384232,       -1.05400234,      -7.045340531
          0,           0,         618,      -6.356993862,      -3.149013813,      -4.030528034,     -0.8863667784,      -7.066941308
          0,           0,         619,      -6.599064634,        -3.1515399,      -4.291184993,       -1.13572409,       -7.06845794
          0,           0,         620,      -6.665860433,      -3.153018185,      -4.291494822,      -1.198040568,        -7.0641209
          0,           0,         621,      -6.534664323,      -3.155499454,      -4.160221725,      -1.063467355,      -7.055976327
          0,           0,         622,      -6.366175389,      -3.158873403,      -4.039371305,     -0.8958619907,      -7.077688463
          0,           0,         623,      -6.607658577,       -3.16140039,       -4.30006296,      -1.145305452,      -7.073366057
          0,           0,         624,      -6.531935178,      -3.163777196,      -4.174923431,      -1.062937419,      -7.065075589
          0,           0,         625,       -6.36957515,      -3.167234739,      -4.045977214,     -0.8999614156,      -7.086874383
          0,           0,         626,      -6.608927528,      -3.169729994,      -4.302011357,      -1.148313783,      -7.082514537
          0,           0,         627,      -6.535041839,       -3.17216033,      -4.177554985,       -1.06740286,      -7.074185717
          0,           0,         628,      -6.373432359,      -3.175684779,      -4.047826731,     -0.9045524316,      -7.096123018
          0,           0,         629,      -6.610468226,      -3.178158567,        -4.3014862,      -1.151499951,      -7.091734036
          0,           0,         630,      -6.536793211,        -3.1806182,      -4.176233694,      -1.070185654,      -7.083369597
          0,           0,         631,      -6.376725943,      -3.184165572,      -4.047616343,     -0.9082663454,      -7.105435697
          0,           0,         632,      -6.613187354,      -3.186658932,      -4.300976394,      -1.155463422,      -7.101017359
          0,           0,         633,       -6.54004078,      -3.189139354,      -4.176519219,      -1.074179364,      -7.092612023
          0,           0,         634,       -6.38198128,      -3.192712677,      -4.050674154,     -0.9139003835,      -7.114796334
          0,           0,         635,      -6.617840441,      -3.195221248,       -4.30363837,      -1.161247809,      -7.110349756
          0,           0,         636,      -6.545113236,      -3.197719435,      -4.179834747,      -1.079991205,      -7.101899085
          0,           0,         637,       -6.38845341,      -3.201309634,      -4.056077801,     -0.9207554541,        -7.1241922
          0,           0,         638,      -6.623884224,      -3.203826484,      -4.309010062,      -1.168402964,      -7.119717623
          0,           0,         639,       -6.55130912,      -3.206333969,       -4.18552548,      -1.086916183,      -7.111217312
          0,           0,         640,      -6.395572161,      -3.209929367,      -4.063160743,     -0.9282325515,      -7.133611753
          0,           0,         641,      -6.630827009,      -3.212457841,       -4.31648702,      -1.176442811,      -7.129108449
          0,           0,         642,      -6.558384571,      -3.214969492,      -4.193255681,      -1.094725334,      -7.120554886
          0,           0,         643,      -6.403290084,      -3.218567864,      -4.071602349,     -0.9363163674,      -7.143045894
          0,           0,         644,      -6.638261446,      -3.221106416,        -4.3252837,      -1.184989994,      -7.138512788
          0,           0,         645,      -6.565993078,      -3.223620454,      -4.202078602,       -1.10309933,      -7.129903587
          0,           0,         646,      -6.411251216,       -3.22722111,      -4.080341733,      -0.944651754,      -7.152488326
          0,           0,         647,      -6.645764015,      -3.229766735,       -4.33424428,      -1.193621023,      -7.147924722
          0,           0,         648,      -6.573688178,      -3.232282216,      -4.210846522,      -1.111569562,      -7.139258874
          0,           0,         649,      -6.419183807,      -3.235885394,      -4.088639728,     -0.9529556394,      -7.161936319
          0,           0,         650,      -6.653088722,      -3.238436054,      -4.342599503,       -1.20207237,      -7.157341997
          0,           0,         651,      -6.581229422,      -3.240953249,       -4.21893267,      -1.119880231,       -7.14861953
          0,           0,         652,      -6.427009706,      -3.244560253,      -4.096311231,     -0.9611523878,      -7.171389448
          0,           0,         653,      -6.660183951,      -3.247113738,      -4.350171478,      -1.210294452,      -7.172940504
          0,           0,         654,      -6.723082661,       -3.24871322,      -4.347312937,       -1.27271365,      -7.168274392
          0,           0,         655,      -6.600621766,      -3.251332594,       -4.22183701,      -1.138809475,      -7.159591284
          0,           0,         656,       -6.44119633,       -3.25483373,       -4.10687299,     -0.9753384755,      -7.182470198
          0,           0,         657,      -6.675518719,      -3.257425234,       -4.36590253,      -1.226246437,      -7.184025274
          0,           0,         658,      -6.737232271,      -3.258981427,      -4.363658476,      -1.287557115,      -7.179325461
          0,           0,         659,      -6.614678058,      -3.261537992,      -4.237401926,       -1.15310545,      -7.170542445
          0,           0,         660,      -6.455571323,      -3.264990393,      -4.123822821,     -0.9898540852,      -7.193470552
          0,           0,         661,      -6.690175325,      -3.267593971,      -4.384681122,      -1.241912556,      -7.195021334
          0,           0,         662,      -6.751604246,      -3.269124936,      -4.383051337,      -1.303489594,      -7.190281079
          0,           0,         663,      -6.629333382,      -3.271654603,      -4.256217061,      -1.168706379,      -7.181404374
          0,           0,         664,      -6.469031639,      -3.275092703,      -4.140363069,      -1.003808724,      -7.204400976
          0,           0,         665,      -6.702347723,      -3.277674158,      -4.401473169,      -1.255527927,      -7.205948985
          0,           0,         666,      -6.763333907,      -3.279187871,      -4.399826172,      -1.317243303,      -7.201169647
          0,           0,         667,      -6.641121794,      -3.281701615,      -4.270927515,      -1.181588482,      -7.192210801
          0,           0,         668,      -6.480008761,        -3.2851268,      -4.152543235,      -1.015256876,      -7.215291477
          0,           0,         669,      -6.712222902,      -3.287701632,      -4.413981511,      -1.266898655,      -7.216837604
          0,           0,         670,      -6.772822898,      -3.289206276,      -4.412538535,      -1.328747755,      -7.212020261
          0,           0,         671,      -6.651152373,      -3.291715164,      -4.282247564,      -1.192713232,      -7.202987982
          0,           0,         672,      -6.490086738,      -3.295145823,      -4.162517744,      -1.025867592,      -7.226163235
          0,           0,         673,      -6.720777594,      -3.297710627,      -4.423556985,      -1.277029147,       -7.22770928
          0,           0,         674,      -6.780851392,      -3.299212358,      -4.422046713,      -1.338870767,      -7.222855896
          0,           0,         675,      -6.659965323,      -3.301722395,      -4.290916656,      -1.202674791,      -7.213756887
          0,           0,         676,      -6.499375493,      -3.305160235,      -4.170800447,       -1.03571336,      -7.237032618
          0,           0,         677,       -6.72867447,      -3.307716282,      -4.431530721,      -1.286563931,      -7.238579959
          0,           0,         678,      -6.788115245,      -3.309217445,      -4.429839981,      -1.348254874,      -7.233692741
          0,           0,         679,      -6.668181841,      -3.311729519,      -4.298734806,      -1.212069018,      -7.224530769
          0,           0,         680,      -6.508457172,      -3.315174574,      -4.179189628,      -1.045386323,      -7.247909757
          0,           0,         681,      -6.736541205,      -3.317725987,      -4.439850037,      -1.296170723,      -7.249459394
          0,           0,         682,      -6.795340893,      -3.319227891,      -4.437969405,      -1.357724142,      -7.244539635
          0,           0,         683,      -6.676470579,      -3.321741878,       -4.30736468,      -1.221632224,      -7.235316428
          0,           0,         684,      -6.517654749,      -3.325192852,      -4.188496928,      -1.055227227,      -7.258799073
          0,           0,         685,      -6.744615541,      -3.327742397,      -4.449322258,      -1.306121455,      -7.260351284
          0,           0,         686,      -6.802813283,      -3.329245137,      -4.447302254,      -1.367618121,      -7.255399216
          0,           0,         687,      -6.684998069,        -3.3317603,      -4.317109046,       -1.23154152,      -7.246114889
          0,           0,         688,      -6.526962955,      -3.335215812,      -4.198513527,      -1.065220666,      -7.269700721
          0,           0,         689,       -6.75281115,      -3.337765801,      -4.459618215,      -1.316306327,      -7.271255516
          0,           0,         690,      -6.810445203,      -3.339269171,      -4.457532831,      -1.377820257,      -7.266270926
          0,           0,         691,      -6.693644833,      -3.341785358,      -4.327405675,      -1.241650636,      -7.256925357
          0,           0,         692,      -6.536269752,      -3.345245428,       -4.20863157,      -1.075242981,      -7.280613388
          0,           0,         693,      -6.760923837,      -3.347796372,      -4.469946206,      -1.326480418,       -7.28217049
          0,           0,         694,      -6.817987577,      -3.349300269,      -4.467812939,      -1.388022556,      -7.277152897
          0,           0,         695,       -6.70217214,       -3.35181775,      -4.337448107,       -1.25168484,      -7.267745207
          0,           0,         696,      -6.545441209,      -3.355282703,       -4.21832863,      -1.085148048,      -7.291533445
          0,           0,         697,       -6.76880852,      -3.357834308,      -4.479714477,      -1.336465379,      -7.293092367
          0,           0,         698,      -6.825263011,      -3.359338826,      -4.477501568,      -1.397995193,      -7.288042009
          0,           0,         699,      -6.710455467,      -3.361857986,      -4.346867566,      -1.261498613,      -7.278573477
          0,           0,         700,      -6.554462129,      -3.365328177,      -4.227572221,      -1.094920489,      -7.302464231
          0,           0,         701,      -6.776471799,       -3.36788007,      -4.488917431,      -1.346267106,      -7.304025597
          0,           0,         702,      -6.832277302,      -3.369385471,      -4.486581724,      -1.407741553,      -7.298943107
          0,           0,         703,      -6.718544362,      -3.371906572,      -4.355866531,      -1.271151542,      -7.289414428
          0,           0,         704,      -6.563403899,      -3.375382035,       -4.23666322,       -1.10464042,      -7.313407563
          0,           0,         705,      -6.784016838,      -3.377934183,      -4.497943864,      -1.356012924,      -7.314971277
          0,           0,         706,      -6.839155672,      -3.379440719,      -4.495470645,      -1.417421811,      -7.309856458
          0,           0,         707,      -6.726568027,      -3.381963821,      -4.364877599,       -1.28079708,       -7.30026713
          0,           0,         708,      -6.572344672,      -3.385444387,      -4.245898104,      -1.114394941,      -7.324361613
          0,           0,         709,      -6.791538034,      -3.387997041,      -4.507160122,      -1.365821531,      -7.325927546
          0,           0,         710,      -6.846012456,      -3.389504836,      -4.504569246,      -1.427186093,      -7.320780118
          0,           0,         711,       -6.73461136,      -3.392029911,      -4.374157698,      -1.290536844,      -7.311129953
          0,           0,         712,      -6.581306147,      -3.395515455,      -4.255337152,      -1.124208529,      -7.335324751
          0,           0,         713,       -6.79905422,      -3.398068825,      -4.516638708,      -1.375717933,       -7.33689276
          0,           0,         714,      -6.852868283,      -3.399577869,      -4.513960385,      -1.437063107,       -7.33171272
          0,           0,         715,      -6.742660927,      -3.402104908,      -4.383640529,      -1.300355464,      -7.322001525
          0,           0,         716,      -6.590253418,       -3.40559546,      -4.264831203,      -1.134042737,      -7.346296072
          0,           0,         717,      -6.806520107,      -3.408149559,      -4.526197186,      -1.385645134,       -7.34786592
          0,           0,         718,       -6.85966529,       -3.40965979,       -4.52344442,       -1.44697555,      -7.342653311
          0,           0,         719,      -6.750646983,      -3.412188836,      -4.393091723,        -1.3101695,      -7.332881144
          0,           0,         720,      -6.599142916,       -3.41568452,      -4.274214827,       -1.14384957,      -7.357274803
          0,           0,         721,       -6.81388479,      -3.418239247,      -4.535629987,       -1.39553788,      -7.358846363
          0,           0,         722,      -6.866340117,      -3.419750636,      -4.532790463,      -1.456836692,      -7.353601094
          0,           0,         723,      -6.758520239,      -3.422281743,      -4.402360328,      -1.319919981,      -7.343767468
          0,           0,         724,      -6.607964899,      -3.425782632,       -4.28346292,      -1.153619121,      -7.368258284
          0,           0,         725,      -6.821137669,      -3.428337957,      -4.544897584,      -1.405383079,      -7.363036758
          0,           0,         726,      -6.756200726,      -3.430771283,      -4.416513621,      -1.319586597,      -7.353050659
          0,           0,         727,      -6.611359989,      -3.434357362,      -4.289916125,      -1.157934527,      -7.377621729
          0,           0,         728,      -6.822279466,      -3.436875001,       -4.54691883,      -1.408520995,      -7.372367093
          0,           0,         729,      -6.758959566,      -3.439360323,      -4.419199199,      -1.324172274,       -7.36235553
          0,           0,         730,      -6.614970383,       -3.44301035,      -4.291759224,      -1.162537655,      -7.387064469
          0,           0,         731,      -6.823491958,      -3.445507655,      -4.546476143,      -1.411695499,      -7.381785187
          0,           0,         732,      -6.760497697,      -3.448022633,      -4.418147068,       -1.32698936,      -7.371749204
          0,           0,         733,      -6.618165971,      -3.451696923,      -4.291964126,      -1.166388398,      -7.396582099
          0,           0,         734,      -6.825801328,      -3.454213269,      -4.546371445,      -1.415756042,       -7.39127685
          0,           0,         735,      -6.763448537,      -3.456750258,      -4.418931342,      -1.331135456,       -7.38120808
          0,           0,         736,      -6.623204055,      -3.460450686,      -4.295451648,      -1.172181717,      -7.406151043
          0,           0,         737,      -6.829733813,      -3.462982356,      -4.549493376,      -1.421713236,      -7.400820339
          0,           0,         738,      -6.767988076,      -3.465537632,      -4.422778304,      -1.337140183,      -7.390712902
          0,           0,         739,      -6.629397578,      -3.469255182,      -4.301334963,      -1.179243128,      -7.415755495
          0,           0,         740,      -6.834817502,      -3.471795826,      -4.555367448,      -1.429108385,      -7.410399582
          0,           0,         741,      -6.773533533,       -3.47436094,      -4.429038666,      -1.344333888,      -7.400248583
          0,           0,         742,      -6.636224093,      -3.478084438,      -4.308909158,      -1.186984064,      -7.425383404
          0,           0,         743,       -6.84063185,      -3.480637025,      -4.563331185,      -1.437430341,      -7.420001697
          0,           0,         744,      -6.779842491,      -3.483206754,      -4.437276938,      -1.352446792,      -7.409803143
          0,           0,         745,      -6.643599333,       -3.48693399,      -4.317759288,      -1.195342273,      -7.435025453
          0,           0,         746,      -6.846810798,      -3.489496729,       -4.57252973,      -1.446257586,      -7.429616955
          0,           0,         747,      -6.786573526,      -3.492069182,      -4.446502239,      -1.361114942,      -7.419368141
          0,           0,         748,      -6.651173603,      -3.495799552,      -4.326831923,      -1.203943109,      -7.444675236
          0,           0,         749,      -6.852995531,      -3.498369203,      -4.581808398,      -1.455143486,       -7.43923912
          0,           0,         750,      -6.793331409,      -3.500943466,      -4.455588209,      -1.369852481,      -7.428938794
          0,           0,         751,       -6.65868924,       -3.50467719,      -4.335415959,      -1.212494271,      -7.454329539
          0,           0,         752,      -6.858992821,      -3.507251532,      -4.590428105,      -1.463820583,      -7.448865506
          0,           0,         753,      -6.799913761,      -3.509827898,       -4.46395273,       -1.37840206,      -7.438513489
          0,           0,         754,      -6.666077692,      -3.513566132,       -4.34336694,      -1.220923125,      -7.463987576
          0,           0,         755,      -6.864773016,      -3.516142946,      -4.598256804,      -1.472251616,      -7.465593237
          0,           0,         756,      -6.911122505,      -3.517778319,      -4.592747373,      -1.533526525,      -7.460055736
          0,           0,         757,      -6.816420073,      -3.520450305,      -4.468059524,      -1.397578842,      -7.449760025
          0,           0,         758,      -6.679271135,      -3.524083721,      -4.354837039,      -1.235419855,      -7.475327912
          0,           0,         759,      -6.877036228,      -3.526703986,      -4.614667328,      -1.488594736,      -7.476935856
          0,           0,         760,      -6.921886492,       -3.52829676,      -4.609758028,      -1.548814265,      -7.471366428
          0,           0,         761,      -6.828563466,      -3.530908823,      -4.484447554,      -1.412422062,      -7.460969031
          0,           0,         762,      -6.692788543,      -3.534495796,      -4.372494487,      -1.250469463,      -7.486570507
          0,           0,         763,      -6.888716934,      -3.537126702,      -4.634049768,      -1.504783749,      -7.488173451
          0,           0,         764,      -6.932619553,      -3.538693635,      -4.629701909,       -1.56531478,      -7.482566218
          0,           0,         765,      -6.840934222,      -3.541278554,       -4.50368577,      -1.428497018,      -7.472077451
          0,           0,         766,      -6.705279408,      -3.544850854,      -4.389361019,      -1.264814277,      -7.497735496
          0,           0,         767,      -6.898264063,      -3.547459671,      -4.651147174,       -1.51879616,      -7.499335582
          0,           0,         768,      -6.941235626,      -3.549008654,      -4.646786701,      -1.579493874,      -7.493692201
          0,           0,         769,       -6.85082682,      -3.551577955,      -4.518714432,      -1.441792709,       -7.48312421
          0,           0,         770,      -6.715483131,       -3.55513839,      -4.401873224,      -1.276646911,      -7.508856047
          0,           0,         771,      -6.905971191,      -3.557739259,      -4.663907966,      -1.530485642,      -7.510453952
          0,           0,         772,      -6.948176937,      -3.559278806,      -4.659731004,      -1.591319156,       -7.50477543
          0,           0,         773,      -6.859183639,      -3.561843452,      -4.530265504,      -1.453231367,       -7.49413835
          0,           0,         774,       -6.72477367,      -3.565409444,       -4.41211229,      -1.287551847,      -7.519955674
          0,           0,         775,      -6.912605137,        -3.5679994,      -4.673724113,      -1.540870567,      -7.521553129
          0,           0,         776,       -6.95400837,      -3.569535812,      -4.669486585,       -1.60168311,      -7.515841607
          0,           0,         777,      -6.866479169,      -3.572101683,       -4.53925653,      -1.463462476,      -7.505142451
          0,           0,         778,      -6.733319116,      -3.575674961,      -4.420785769,      -1.297685506,      -7.531051639
          0,           0,         779,      -6.918715421,        -3.5782557,      -4.682074522,      -1.550672078,      -7.532650209
          0,           0,         780,       -6.95928929,      -3.579791505,      -4.677682492,      -1.611327476,      -7.526907824
          0,           0,         781,      -6.873279935,       -3.58235949,      -4.547543576,      -1.473158549,      -7.516150624
          0,           0,         782,      -6.741662334,      -3.585939911,        -4.4296546,        -1.3076653,      -7.542154247
          0,           0,         783,      -6.924780295,      -3.588515901,      -4.690874454,      -1.560586681,      -7.543754951
          0,           0,         784,      -6.964525991,      -3.590052409,      -4.686329656,      -1.621109421,      -7.537982699
          0,           0,         785,       -6.88011623,      -3.592622334,      -4.556716402,      -1.483066241,       -7.52716873
          0,           0,         786,      -6.750089061,      -3.596208676,      -4.439466683,      -1.317836462,      -7.553267232
          0,           0,         787,      -6.930958246,      -3.598782832,      -4.700854267,      -1.570875576,      -7.554870252
          0,           0,         788,      -6.969894611,      -3.600320102,      -4.696206482,      -1.631354325,      -7.549068301
          0,           0,         789,      -6.887098956,      -3.602891266,      -4.566986938,      -1.493340452,      -7.538197742
          0,           0,         790,      -6.758577935,       -3.60648231,      -4.449945558,      -1.328164547,      -7.564391032
          0,           0,         791,      -6.937168539,      -3.609056852,      -4.711608989,      -1.581395904,      -7.565996309
          0,           0,         792,       -6.97531811,      -3.610594652,      -4.706922513,      -1.641903339,       -7.56016458
          0,           0,         793,      -6.894112451,      -3.613166953,      -4.577731378,      -1.503797996,      -7.549237329
          0,           0,         794,      -6.767015046,      -3.616762827,      -4.460458611,      -1.338505287,      -7.575525172
          0,           0,         795,      -6.943256191,      -3.619338147,      -4.722319725,      -1.591877394,      -7.577132557
          0,           0,         796,      -6.980623092,       -3.62087639,      -4.717602933,       -1.65241726,      -7.571270796
          0,           0,         797,      -6.900965329,      -3.623450142,      -4.588150364,      -1.514147068,      -7.560286478
          0,           0,         798,      -6.775282092,      -3.627051187,      -4.470511656,      -1.348708397,      -7.586668343
          0,           0,         799,       -6.94912628,      -3.629626948,      -4.732425687,      -1.602141616,      -7.588277665
          0,           0,         800,      -6.985704002,      -3.631165771,      -4.727643948,      -1.662667179,      -7.582385636
          0,           0,         801,      -6.907574679,      -3.633741369,      -4.597927042,      -1.524252358,      -7.571344269
          0,           0,         802,      -6.783375503,       -3.63734788,      -4.480116498,      -1.358768701,      -7.597819736
          0,           0,         803,      -6.954798542,      -3.639923763,      -4.741973055,      -1.612212858,      -7.599430828
          0,           0,         804,       -6.99058142,      -3.641463468,      -4.737086883,      -1.672680425,      -7.593508459
          0,           0,         805,      -6.913994898,      -3.644041156,         -4.607312,      -1.534196112,      -7.582409912
          0,           0,         806,      -6.791367082,      -3.647653098,      -4.489599252,      -1.368779543,      -7.608978332
          0,           0,         807,      -6.960355245,      -3.650229159,      -4.751380955,      -1.622236909,      -7.610591042
          0,           0,         808,      -6.995346697,       -3.65177001,      -4.746381012,      -1.682640295,      -7.604638266
          0,           0,         809,      -6.920331717,      -3.654349828,      -4.616748234,      -1.544146371,      -7.593482374
          0,           0,         810,      -6.799326482,      -3.657966995,      -4.499249208,      -1.378832908,      -7.620143228
          0,           0,         811,      -6.965862466,      -3.660543539,       -4.76100831,      -1.632336964,      -7.621757485
          0,           0,         812,      -7.000073024,      -3.662085652,      -4.755917033,        -1.6927017,      -7.615774286
          0,           0,         813,      -6.926645486,       -3.66466756,      -4.626469042,      -1.554202145,      -7.604561074
          0,           0,         814,      -6.807267308,      -3.668289826,      -4.509102479,      -1.388948376,      -7.631313978
          0,           0,         815,      -6.971328109,       -3.67086707,      -4.770898851,      -1.642529045,       -7.63292977
          0,           0,         816,      -7.004768079,      -3.672410421,      -4.765745117,      -1.702881222,      -7.626916138
          0,           0,         817,      -6.932918582,       -3.67499441,      -4.636378185,      -1.564335211,      -7.615645713
          0,           0,         818,      -6.815153626,      -3.678621813,         -4.518992,      -1.399079555,      -7.642490312
          0,           0,         819,      -6.976717663,      -3.681199757,      -4.780847243,        -1.6527445,      -7.644107585
          0,           0,         820,      -7.009392274,      -3.682744282,      -4.775640853,      -1.713086648,      -7.638063581
          0,           0,         821,      -6.939095907,      -3.685330401,      -4.646229241,      -1.574452076,      -7.626736062
          0,           0,         822,      -6.822946425,      -3.688963056,      -4.528752507,      -1.409174845,      -7.653672071
          0,           0,         823,       -6.98199817,      -3.691541604,      -4.790646422,      -1.662913836,      -7.655290766
          0,           0,         824,      -7.013908473,      -3.693087285,      -4.785372947,      -1.723226283,      -7.649216479
          0,           0,         825,      -6.945144355,      -3.695675588,      -4.655881279,      -1.584494066,      -7.637832032
          0,           0,         826,      -6.830639997,      -3.699313537,      -4.538371749,      -1.419227103,      -7.664859167
          0,           0,         827,      -6.987167482,      -3.701892692,      -4.800271978,      -1.673028783,      -7.658815299
          0,           0,         828,      -6.943738044,      -3.704388069,      -4.669575506,      -1.584380706,       -7.64727469
          0,           0,         829,      -6.833793186,      -3.708111219,      -4.544738829,      -1.423770182,      -7.674379994
          0,           0,         830,       -6.98830181,      -3.710647313,       -4.80234086,      -1.676326351,      -7.668305869
          0,           0,         831,      -6.945986284,      -3.713193399,      -4.672324636,      -1.589123276,      -7.656747357
          0,           0,         832,      -6.836962743,      -3.716978013,      -4.546632066,      -1.428442698,      -7.683986527
          0,           0,         833,      -6.989385476,      -3.719494653,      -4.802010582,      -1.679552561,      -7.677889523
          0,           0,         834,       -6.94737149,      -3.722070747,      -4.671531688,      -1.592027855,      -7.666312074
          0,           0,         835,      -6.839875862,      -3.725880508,      -4.547223959,      -1.432460028,      -7.693669022
          0,           0,         836,      -6.991271082,      -3.728415829,       -4.80228845,      -1.683750371,      -7.687547442
          0,           0,         837,      -6.949838507,      -3.731014838,      -4.672763953,      -1.596352447,      -7.675941669
          0,           0,         838,      -6.844309844,      -3.734850537,      -4.551116913,      -1.438433181,      -7.703402211
          0,           0,         839,      -6.994214232,      -3.737401528,      -4.805844212,      -1.689903711,      -7.697256718
          0,           0,         840,      -6.953423343,      -3.740019094,      -4.677092802,      -1.602567837,      -7.685616514
          0,           0,         841,      -6.849693083,      -3.743871786,      -4.557441936,      -1.445711033,      -7.713170369
          0,           0,         842,      -6.997890721,      -3.746432658,      -4.812182793,      -1.697546479,      -7.707001433
          0,           0,         843,      -6.957725208,      -3.749060329,      -4.683860066,      -1.610030956,      -7.695321618
          0,           0,         844,      -6.855598298,      -3.752919262,      -4.565455233,       -1.45371108,      -7.722961405
          0,           0,         845,      -7.002021609,      -3.755492693,      -4.820585096,      -1.706143175,      -7.716768454
          0,           0,         846,       -6.96255166,      -3.758125168,      -4.692542934,      -1.618433937,      -7.705044759
          0,           0,         847,      -6.861924665,       -3.76198814,      -4.574663981,      -1.462329426,      -7.732765613
          0,           0,         848,      -7.006355065,      -3.764572124,      -4.830136917,      -1.715233288,      -7.726547622
          0,           0,         849,      -6.967633391,      -3.767207432,      -4.702112875,      -1.627374135,      -7.714777029
          0,           0,         850,      -6.868371612,      -3.771073895,      -4.584022185,      -1.471175245,      -7.742576225
